business name,address,longitude,latitude,state,city,zip_code,ranking,rating,web_url,reviews_count,license type,type,intro_body,retailer_services
Green Garden Collective,11414 S Vermont Ave.,-118.291258,33.930478,CA,Los Angeles,90044,4.43240220315513,4.53379953379953,https://weedmaps.com/dispensaries/green-garden-collective-3,429,medical,dispensary,"<p>LADIES WE ARE NOW LOOKING FOR VOLUNTEERS .</p> <p>WANNA JOIN US? SEND YOUR RESUME w/ A RECENT PHOTO&gt; Greengardencollective20@gmail.com</p> <p> </p> <p>9AM-2AM EVERYDAY !!</p> <p>WELCOME TO GREEN GARDEN ! ! ! !<u></u></p> <p><u>NEW SUPREME & EXCLUSIVE STRAINS; COME TRY THEM OUT </u></p> <p><u>NOW SERVING EXOTIC $35 1/8th’s</u></p> <p>COME GET THAT PRIVATE RESERVE FOR JUST $20 AN 1/8TH , 7g FOR $35 EVERYDAYY $$$$$$</p> <p>YES YOU READ THAT RIGHT! YOU CAN THANK US LATER. WE HAVE AMAZING DEALS ALL DAY EVERYDAY!</p> <p>WE'RE PROP 64 FRIENDLY! AGE PERMITTED WITH ID 21 + & 18+ PERMITTED (MUST HAVE VALID REC AND ID)<u></u></p> <p>☻→EVERYDAY HAPPY HOURS 10AM-11AM, 4:20PM-5:20PM</p> <p>HAPPY HOUR DEALS ### 1/8TH EXCLUSIVE FOR $25, 5G PR FOR $25 OR 8G FOR $40. </p> <p>$5 OFF ANY 5GRAMS DURING HAPPY HOUR </p> <p>WEEDMAPS REVIEW: A JOINT OR DAB!!</p> <p>!!!ALL DAY EVERYDAY MOONROCK PRICES!!! 1OZ-$225</p> <p>↓↓WE HAVE OUR WEEKLY DAILY DEALS 2x per patient visit ↓↓</p> <p>MOONROCK / MUNCHIE MONDAY: 2G OF MOONROCK FOR $18. & 20% OFF ALL EDIBLES</p> <p>PRE ROLL TUESDAY: 20% OFF ON ALL PREROLLS!</p> <p>WAXY WEDNESDAZE: 20% OFF ALL SHATTERS, CRUMBLE, SAUCES! (NO VAPES) RECEIVE A FREE DAB WITH ANY DONATION</p> <p>VAPE THURSDAY: 20%  OFF ALL CARTRIDGES!</p> <p>FRIDAY: 20% OFF STIIIZY!!/ BOGO FREE GOODTIME CHIPS / 10% OFF ALL BAKERS/ $1 DABS / 20% OFF ALL NAKED PRODUCTS </p> <p>STIIIZY SATURDAY: 20% OFF STIIIZY PRODUCTS </p> <p>PALMAS SUNDAY: 20% OFF ALL PALMAS PRODUCTS</p> <p>***NEW PRICE MATCH DEAL** YES ITS TRUE, WE WILL NOW BE MATCHING OTHER SHOP PRICES ON ALL OF OUR CONCENTRATES/EDIBLES. IF YOU CAN FIND A LOWER PRICE, JUST BRING PROOF AND GET THE BEST DEAL :)<u></u></p>",storefront
HOOVER GREENS,6127 S Hoover St,-118.2872,33.98391,California,Los Angeles,90044,4.361056201080872,4.59663865546218,https://weedmaps.com/dispensaries/hoover-greens,119,medical,dispensary,"<p>18+ MUST HAVE REC & ID / 21 AND OVER ID ONLY!</p> <p class=""p1"">FIRST TIME PATIENTS:</p> <p class=""p1"">*ALL TOP SHELF 8THS [3.5g] @ $25</p> <p class=""p1"">*ALL CUP WINNERS 8THS [3.5g] @ $35 / 7GRAMS FOR $50</p> <p class=""p1"">*FIRST TIME $20 8TH SECTION AVAILABLE</p> <p class=""p1"">*$5 OFF ALL FULL GRAM CARTRIDGES</p> <p class=""p1"">*ALL EDIBLE DONATE FOR ONE GET 2ND ONE HALF OFF </p> <p class=""p1"">REFERRAL: BRING A NEW PATIENT IN AND RECEIVE A TARANTULA JOINT!</p> <p><strong>HAPPY HOUR SPECIAL! 9AM-11AM / 4:20PM-6:00PM</strong></p> <p><strong>PRIVATE RESERVE</strong></p> <p><strong>$30 8THs, 7G for $50, 14G for $100, 28G for $200</strong></p> <p><strong>CANNABIS CUP WINNERS</strong></p> <p><strong>$35 8THs, 7G for $60, 14G for $120, 28G for $230</strong></p>",storefront
House of Kush,653 West Florence,-118.28527,33.974834,CA,Los Angeles,90044,4.346855912480213,4.56643356643357,https://weedmaps.com/dispensaries/house-of-kush-4,143,medical,dispensary,"<p>HAPPY HOUR EVERYDAY! 4PM - 7PM</p> <p>- 4GRAM 8THS!!</p> <p>- 10% OFF ALL EDIBLES!</p> <p>- $1 OFF ALL DABS!</p> <p>ENTRANCE THROUGH SIDE PARKING LOT! (LOOK FOR LIT UP PARKING LOT-RIGHT NEXT TO THE MINI MARKET!) CALL US FOR ANY QUESTIONS!!</p> <p>21+ with valid I.D. or passport. 18+ need valid I.D. and medical reccomendation. </p> <p>Personas mayores de 21 con identificacion valida o passaporte.</p> <p>Mayores de 18 necesitan identificacion valida y recomendacion medica.</p> <p> </p> <p>FIRST TIME SPECIAL- 5 GRAM 8TH UPGRADE or FREE GRAM OF ANY $8!!! </p> <p> </p> <p>DAILY DEALS:</p> <p>MEDIBLE MONDAY- 20% OFF EDIBLES</p> <p>JOINT TUESDAY- 4 PREMIUM JOINTS FOR $18 </p> <p>CRUMBLE WEDNESDAY- 5 GRAMS FOR $55 ON ALL WAX</p> <p>VAPES THURSDAY- BUY ONE GET ONE 50% OFF (LIMIT 2)</p> <p>GLASS FRIDAY- 20% OFF ALL GLASS </p> <p>SHATTERDAY- 5G  SHATTER T3 FOR $45, 5G SHATTER T2$60, 5G SHATTER T1 $85</p> <p>SUNDAY FUNDAY- CHOOSE ANY DEAL OF THE WEEK</p> <p> </p> <p>HAPPY HOUR FROM 4PM - 7PM</p> <p>- 4GRAM 8THS!!</p> <p>- 10% OFF ALL EDIBLES!</p> <p> </p> <p> </p> <p> </p>",storefront
Green Dream Caregivers 24 Hours,Normandie Ave,-118.300026,33.978935,California,Los Angeles,90044,4.31386805413409,4.49302325581395,https://weedmaps.com/dispensaries/sepulveda-caregivers,215,medical,dispensary,<p>                               ‼️Opened 24/7‼️</p> <p> </p> <p>Located 📍 (S. Normandie) Please Call if any Questions. RING DOOR BELL FOR SERVICE </p> <p>White Runtz & Purple Runtz 💥</p> <p>FPT: Free Edible</p> <p>Premium Shake OG OUNCES $45 💨</p> <p>4:48 am-5:48 am 1 GRAM of White RUNTZ for $12 </p> <p> </p> <p> </p> <p>💥Free Dabs</p> <p>•(4:20am-5:20am)➕ (10:20-11:20pm)</p> <p> </p> <p> </p> <p> </p> <p>                             🍁Come Say High🍁</p>,storefront
SO CAL PRIVATE RESERVE,6061 S Vermont Ave,-118.291631,33.984571,CA,Los Angeles,90044,4.29577003014936,4.84,https://weedmaps.com/dispensaries/so-cal-private-reserve,50,medical,dispensary,<p>LOCATED 2 SHOPS DOWN OF PASEO SAN MIGUEL RESTAURANT</p> <p>WE CARRY RSO OIL!! (RICK SIMPSON OIL).</p> <p>COME CHECK US OUT.... ALWAYS BRINGING IN NEW STRAINS!!</p> <p>**HAPPY HOUR EVERYDAY 3-7 PM. $10 SIGNATURES STRAINS</p> <p> </p> <p> </p> <p>WE STRIVE TO GIVE U THE BEST PRODUCTS FOR THE BEST PRICES... ALL FLOWER IS GRADE A+ QUALITY FROM OUR PRIVATE RESERVE TO OUR SIGNATURE..</p>,storefront
The Originals Factory & Weed Shop,6500 Stanford Ave,-118.26285,33.98087,California,Los Angeles,90001,4.24707391065186,4.68085106382979,https://weedmaps.com/dispensaries/the-originals-factory-weed-shop,47,medical,dispensary,"<p>We Welcome anyone 21+ (with Valid STATE I.D) for Recreational Use or everyone (18+) WITH VALID CALIFORNIA ID & Recommendation.</p> <p>LOCATED IN SOUTH LOS ANGELES AT 6500 STANFORD AVE, LOS ANGELES 90001</p> <p>CARRYING YOUR FAVORITE STRAINS AS WELL AS AWARD WINNER PRODUCTS FROM MANY OF YOUR FAVORITE COMPANIES. COME SEE WHY WE ARE THE COLLECTIVE OF CHOICE BY MANY.</p> <p>OPEN 7 DAYS A WEEK 10AM-8PM</p> <p>PLEASE NOTE TO HAVE YOUR VALID STATE ID AS WELL AS YOUR VALID DOCTOR'S RECOMMENDATION.</p>",storefront
Weed 4 Less 15 Cap,7500 S. Main St.,-118.273791,33.972033,California,Los Angeles,90003,4.060974001754798,4.3206106870229,https://weedmaps.com/dispensaries/weed-4-less-15-cap,131,medical,dispensary,<p>🛒 Weed 4 Less 15 Cap has better weed for less! 🛒</p> <p> </p> <p>Receive a FREE dab or preroll with the proof of a WeedMaps review and a minimum donation of $10</p>,storefront
Kush Kings,9800 S San Pedro St,-118.26939,33.947145,California,Los Angeles,90003,2.78407896095848,3.57142857142857,https://weedmaps.com/dispensaries/lit-korner,14,medical,dispensary,<p>NOW OPEN! </p> <p>8AM-10pm **OPEN EVERYDAY**</p> <p>LOCATED ON 9800 San Pedro St.</p> <p>&gt; PARKING LOT IN BACK </p> <p>COME CHECK US OUT FOR GREAT PRICES & QUALIY FLOWER!!</p> <p>(All strains are INDOOR grown) </p> <p> </p> <p> </p>,storefront
DOC420 South L.A.,Please visit our website: www.doc420.com,-118.291603,33.960021,California,Los Angeles,90044,4.79969255411073,5.0,https://weedmaps.com/doctors/doc420-south-l-a,89,medical,doctor,"<p>GET A NEW RECOMMENDATION OR RENEW IN 60 SECONDS<br>3 Easy Steps!  </p> <p>1. Go to www.doc420.com and Complete Questions<br>2. Make Your Payment<br>3. Print Your Recommendation and Use Immediately<br>$35.00 For Full Year<br>No Hidden Fees<br>100% Refund Guarantee</p> <p>Call us 24/7, we are here to help you!  (818) 794-9269</p>",doctor
420Recs.com- South La (100% Online),420recs.com,-118.273978,33.989486,ca,Los Angeles,90037,3.12303065061999,4.14,https://weedmaps.com/doctors/420recs-com-south-la,10,medical,doctor,,doctor
420AvalonMD,603 E. 121th Street,-118.264937,33.923061,CA,Los Angeles,90059,4.441154966216,4.95555555555555,https://weedmaps.com/doctors/420avalonmd,18,medical,doctor,,doctor
