business name,address,longitude,latitude,state,city,zip_code,ranking,rating,web_url,reviews_count,license type,type,intro_body,retailer_services
MMD Long Beach,1901 Atlantic Ave.,-118.185235,33.791795,California,Long Beach,90806,4.49402706771193,4.61189801699717,https://weedmaps.com/dispensaries/mmd-lbc,353,hybrid,dispensary,"<p>We are a fully licensed Recreational & Medical Marijuana store located in the heart of Long Beach on the corner of 19th st. and Atlantic Ave. near the 405, Pine Street, Signal Hill, and more.</p> <p>*We accept Visa & Mastercard Debit With a $2.50 Convenience Fee*</p> <p><strong>TAXES NOT INCLUDED IN PRICING* (16% for medicinal / 18% for recreational)</strong></p> <p><strong>FIRST TIME PATIENTS RECEIVE 20% OFF YOUR ENTIRE FIRST PURCHASE!</strong></p>",storefront
MMD Hollywood,1515 N Cahuenga Blvd,-118.329756,34.098493,CA,Los Angeles,90028,4.465523748635305,4.52374269005848,https://weedmaps.com/dispensaries/mmd,855,hybrid,dispensary,<p>Welcome!  Place your order here on Weedmaps and we'll have it ready for you when you come to MMD Hollywood to pick it up! </p>,storefront
GREENWOLF LA Pre ICO,2950 Los Feliz Blvd. Unit #100,-118.263905,34.125669,California,Los Angeles,90039,4.42473593670482,4.47065609228551,https://weedmaps.com/dispensaries/greenwolf-la,1387,hybrid,dispensary,"<p><strong><strong>LAST PATIENT EVERYDAY AT 9:55pm (*8:55pm ONLY on Sundays*)</strong></strong></p> <p>ALL PRICES LISTED BELOW DO NOT INCLUDE TAX</p> <p> </p> <p><strong>GREENWOLF Los Angeles</strong> is the Eastside's Best Cannabis Sanctuary, located in the Los Feliz neighborhood of Los Angeles, California.</p> <p><strong>Open 7 days from 8am-10pm</strong></p> <p><strong>*<strong>LAST PATIENT AT 9:55pm (*8:55pm on Sundays*)</strong></strong></p> <p>*<strong>FREE PARKING</strong> Lot in Rear (Enter on Revere Ave.) *Easy access off the 5 Freeway</p> <p>*<strong>CASH ONLY!!</strong> CARDS <strong>NOT</strong> ACCEPTED!!!!*</p> <p><strong>RECREATIONAL PATIENTS:</strong> 21yrs+ MUST HAVE VALID ID</p> <p><strong>*MEDICAL PATIENTS:</strong> MUST PRESENT VALID C.A STATE ISSUED MEDICAL CARD AND A VALID C.A STATE ID TO THE SECURITY GUARD EVERY VISIT <strong>(DIGITAL/ PDF COPIES NOT ACCEPTED) </strong>IF YOU HAVE A OUT-OF-STATE ID/ PASSPORT YOU MUST PRESENT CURRENT PROOF OF RESIDENCY IN</p> <p> </p>",storefront
Hawthorne SuperBudz,13303 Inglewood Blvd,-118.361509,33.911949,California,Hawthorne,90250,4.37675920227354,4.46645367412141,https://weedmaps.com/dispensaries/hawthorne-superbudz,626,medical,dispensary,<p>    HAPPY HOUR specials 10AM-11AM Friday-Sunday </p> <p>     SUNDAY - WEDNESDAY 9PM-11:45PM ONLY!</p> <p>-1G TOPSHELF $8</p> <p>-1G VIP $10</p> <p>-1G CONNO $12</p> <p>-4G TOPSHELF $25</p> <p>-4G VIP $32</p> <p>-4G CONNO $35</p> <p>-10G CONNO $85 </p> <p>-10G DAILY DEAL $45</p> <p>-10G VALUE SHELF $45</p> <p>-$10 OFF ANY SINGLE OZ PRICE!</p> <p>-$20 OFF ANY BOGO OZ PRICE!</p> <p>-$5 OFF ANY SINGLE GRAM OF WAX</p>,storefront
Rolling Greens CBD,5634 W Mission Boulevard,-117.681854,34.056832,California,Ontario,91762,4.325083695229039,4.39384615384615,https://weedmaps.com/dispensaries/rolling-greens-2,1300,medical,dispensary,<p><strong>RECEIVE A FREE DAB OR HOUSE JOINT WITH EVERY DONATION!</strong></p> <p>REFER A FRIEND AND RECEIVE <strong>FREE</strong> GRAM OF TOP SHELF! (FTP MINIMUM OF 30 DONATION)</p> <p><strong>LAST CALL FOR FIRST TIME PATIENTS IS @ 12:30AM</strong></p> <p>LEAVE A WEEDMAPS 5 STAR SAME DAY REVIEW TO RECEIVE A COMPLIMENTARY OG JOINT OR A HOUSE DAB</p>,storefront
Cana Harbor- Harbor City,1227 West 253rd St,-118.298215,33.79501,California,Harbor City,90710,4.25263803456873,4.47096774193548,https://weedmaps.com/dispensaries/elevate-harbor-city,155,hybrid,dispensary,<p><strong>** NOW ACCEPTING AMEX & DISCOVER CREDIT & ALL MAJOR DEBIT CARDS**</strong></p> <p><strong>**WE ARE NOW PAYING FOR ALL CANNABIS EXCISE TAX!** </strong></p> <p> </p> <p><strong>*** NO COMBINING DEALS! ***</strong></p> <p><strong>Delivery Instructions</strong></p> <p><strong>1. Call (424) 305-4416</strong></p> <p><strong>2. Staff member from Cana Harbor will help fulfill your order</strong></p> <p><strong>3. Delivery Fee is $10</strong></p> <p><strong>4. Minimum order is $100 (Sub Total)</strong></p> <p><strong>** PLEASE NOTE: </strong>We ONLY deliver to the address on the i.d. of the person placing the order.<strong> **</strong></p>,storefront
ShowGrow Long Beach,3411 East Anaheim Street,-118.151785,33.783171,CA,Long Beach,90804,4.150368398325037,4.30204081632653,https://weedmaps.com/dispensaries/showgrow-long-beach,294,hybrid,dispensary,"<p>Voted OC Weekly's Best LB Dispensary of 2018!! *All Menu Prices are before Tax*</p> <p>ShowGrow Long Beach is a Medical AND Recreational (Adult Use) Cannabis Dispensary located in the heart of Long Beach.</p> <p>We gladly accept guests 18+ with a Valid Govt issued ID + Dr. Recommendation OR any one 21+ with Valid Govt issued ID.</p> <p> </p> <p> </p> <p>Our first time members may choose from ONE of the following specials:</p> <p>$25 1/8th CA Residents (Under $50)</p> <p>20% off ANY Concentrate(s) </p> <p>20% off ANY Edible(s)</p> <p>20% off ANY (1) Vape</p> <p>Download our ShowGrow App and get an additional 5% !! </p> <p> </p> <p> </p> <p>Every purchase earns you points! Redeem ShowGrow Rewards in Store ! Cut in line, Save time, + Express Order  !!</p> <p> </p> <p> </p> <p>Come in to  ShowGrow Long Beach today! Weed love to show you why we’re the # 1 Dispensary around!</p> <p> </p> <p> </p> <p>*Prices on Menu are ALL pre-tax*</p> <p>Medicinal Members Tax Rates : City Tax  6% + State Cannabis Tax  15% + Sales & Use Tax  10.25% </p> <p> </p> <p>Adult Use/Recreational Members Tax Rates : City Tax  8% + State Cannabis Tax  15% + Sales & Use Tax  10.25%</p> <p> </p>",storefront
Normandie House of BOGO,6424 South Normandie,-118.300004,33.980797,California,Los Angeles,90044,4.05085396747659,4.18145161290323,https://weedmaps.com/dispensaries/normandy,248,medical,dispensary,<p>WELCOME TO NORMANDIE HOUSE OF BOGO!! WE ARE HOME OF THE *BUY 4 GET 4 GRAMS FREE* AND *ALL DAY EVERYDAY HAPPY HOUR* !!!! </p> <p>(BOGO DOES NOT APPLY TO ALL PRODUCTS)</p> <p>FREE HOUSE JOINT OR DAB WITH ANY DONATION OVER $20!!!</p> <p>CHECK OUT OUR DAILY DEALS!!</p> <p>All Donation lNCLUDE City and State Taxes !</p> <p>NEW MEMBERS:</p> <p>18+ MUST have a valid ID/DL from DMV and valid MEDICAL RECOMMENDATION</p> <p>21+ MUST have a valid ID/DL.</p> <p>*LAST CALL FOR FIRST TIME PATIENTS IS 11:30PM*</p> <p> </p> <p>***WE ARE NOW HIRING BUDTENDERS!! PLEASE SEND RESUME AND THREE PICTURES (NO FILTERS PLEASE) TO normandiebogo@yahoo.com ***</p> <p> </p>,storefront
MMD Marina Del Rey,13356 W Washington,-118.443679,33.992126,California,Los Angeles,90066,3.863139198881338,4.20731707317073,https://weedmaps.com/dispensaries/mmd-marina-del-rey,82,hybrid,dispensary,"<p>Tuesday 9/17 3:30-6:30pm buy any Papa & Barkley get a THC Rich Releaf balm for $1! </p> <p>Friday 9/20 4-7pm buy any PAX pod get a FREE PAX device with engraving! </p> <p>*promotions subject to change</p> <p>We are a fully licensed Recreational & Medical Marijuana store located in the heart of Marina Del Rey on Washington Blvd across the street from Costco. </p> <p>*We accept Visa & Mastercard Debit and Credit*</p> <p>*Debit & Credit Processing Requires 4 digit PIN*</p> <p> </p> <p><strong>TAXES NOT INCLUDED IN PRICING* </strong></p> <p><strong>FIRST TIME CUSTOMERS RECEIVE 20% OFF YOUR ENTIRE FIRST PURCHASE!</strong></p> <p>About Us</p> <p>We are a Cannabis collective that welcomes both 18+ medical marijuana patients as well as 21+ adult-use cannabis consumers.(Passport Book is required for internationals as a form of identification)</p> <p>Established in 2019 MMD Marina Del Rey begun a mission to provide the highest-quality products to our customers. Working closely with our community of cannabis consumers, helping better understand the overall cannabis needs of our clientele. Our menu of Verified Weedmaps products is laced with the top industry brands like Cream Of the Crop, Select, Kiva, and more. See for yourself what sets MMD Marina Del Rey apart from the rest. </p> <p>Be safe. Be legal. </p> <p> <strong>We accept cash / Visa & Mastercard debit and credit. ATM located on site. *debit and credit require 4 digit PIN </strong></p> <p>MMD Marina Del Rey operates in full compliance with California Proposition 215 and Proposition 64.</p> <p> </p>",storefront
THE W COLLECTIVE Delivery,,-118.274743,33.788653,California,Wilmington,90744,4.923489324442662,4.9326870645259,https://weedmaps.com/deliveries/the-w-collective,6602,medical,delivery,"<p>🆕‼️ STRAIN OF THE WEEK‼️🆕</p> <p>Get 1/2 OZ of TOP PLATINUM SHELF Underground og for $120 </p> <p>SAVE $20 ON A PLATINUM STRAIN!!</p> <p>AND Recieve a surprise for getting a 1/2 oz!</p> <p>➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖</p> <p>The W Collective has transitioned into a delivery service. We offer the same high quality indoor strains, except brought to you! </p> <p> </p> <p>Text your VALID CALIFORNIA ID, as well as A PICTURE of YOU NEXT TO YOUR ID. Then send your address.</p> <p>We will get back to you as soon as you are varified!</p> <p> </p> <p>**CASH ONLY** </p> <p>Please look below posted in our pictures section for the MINIMUM DONATION requirement depending on your zip code!</p> <p> </p> <p>🔊 Don't miss our daily HAPPY HOUR from 11AM-1PM and 8PM-10PM Get 4g for $35 on our PLATINUM shelf!</p> <p> </p> <p>🔊Donate $100 for (14g of low shelf) or $120 for (14g pr shelf) to recieve a FREE 3.5g eighth of MK ULTRA *while supplies last</p> <p> </p> <p>At The W we offer the same high quality indoor strains, the same fire infused edibles, many CBD products, Vapes, Concentrates and more!  </p> <p> </p> <p>NOT accepting FTP'S past 11pm, for our driver's safety.</p> <p>NOT accepting out of radius deliveries past 10:30pm. </p> <p>Drivers can ONLY WAIT 3 minutes upon delivery, please be considerate to other waiting patients! </p> <p>or else</p> <p>❗️A $5.00 nonfulfillment fee will be added on your order once your driver leaves your destination if you are not present.  ❗️</p>",delivery
WeedBell Delivery - Corona,,-117.533536,33.88659,California,Corona,92879,4.878117498259066,4.88153208099537,https://weedmaps.com/deliveries/weedbell-3,8198,medical,delivery,"<p><strong>First Time Patients Get A</strong><strong> FREE HURRICANE LITE PREROLL or 3 FREE </strong><strong>HURRICANE LITE PREROLLS</strong><strong> </strong><strong>with $99+ donation! (preselected) + </strong><strong>5% BACK IN STORE CREDIT to Apply Towards Next Order every order!</strong><strong> </strong><strong>⚡Free & Fast Delivery</strong><strong>⚡</strong></p> <p><strong>⚡ COMING SOON: ORDER ONLINE AT WEEDBELL.COM !  ⚡</strong></p> <p><strong>PLEASE TEXT (909)696-1041 OR (909)359-8432 OR (909)774-6132 OR (951)409-8388 AND WE WILL GET BACK TO YOU ASAP TO TAKE YOUR ORDER! (Hablamos Español)</strong></p> <p>★ <strong>Delivery Minimum $40 </strong><strong>(Local Areas for </strong><strong>Free Delivery)</strong><strong>. If under minimum Additional charge of $15 will be applied.</strong></p> <p><strong>*** DRIVERS & PHONE REPS NEEDED! HIGH COMPENSATION! APPLY AT APPLY@WEEDBELL.COM ***</strong></p> <p><strong><strong>⚡</strong> PROP 64 COMPLIANT: 21+ WITH VALID ID︱18+ WITH DOCTOR'S RECOMMENDATION & VALID ID</strong> <strong> </strong><strong>⚡</strong></p> <p><strong>⚡ FOR FREEBIES, DEALS & DROP ALERTS TEXT ""WEEDBELL"" TO 8338-420-420</strong><strong> & FOLLOW US ON INSTAGRAM @WEEDBELL1</strong><strong> </strong><strong>⚡</strong></p> <p>★ <strong>First Time Patient - Please text a picture of your VALID ID + </strong><strong>Selfie of you holding your ID for Verification + Full Address</strong></p> <p><strong>★ BIRTHDAY SPECIAL: FREE GRAM OF PR SHAKE! (with minimum donation) ★</strong></p> <p><strong>★ </strong><strong>LAST CALL IS 30 MINUTES BEFORE CLOSING ★ </strong></p> <p>★ <strong>Delivery Time is 45 to 120 minutes</strong></p> <p>★ <strong>Drivers are armed and carry only $20 in change</strong><strong> </strong></p> <p><strong> </strong></p> <p><strong>Welcome to WeedBell!</strong></p> <p>We are a complete delivery service delivering top quality medicine to your doorstep discreetly. Your safety is our #1 priority, All of our products are guaranteed lab-tested and free of pesticides! We specialize in high-quality, high THC strains from notable growers & industry-leading brand names.</p> <p>Become our patient today and enjoy a huge variety of carefully selected medicine of the best quality for the lowest price available on the market (we match any delivery service price).</p> <p><strong> </strong></p> <p><strong>⚡ DAILY DEALS ⚡</strong></p> <p><strong>⚡</strong><strong>⚡</strong><strong>⚡NEW! EVERY DONATION GETS YOU 5% BACK TO APPLY TOWARDS YOUR NEXT ORDER!</strong><strong>⚡</strong><strong>⚡</strong><strong>⚡</strong></p> <p><strong>⚡</strong><strong>⚡</strong><strong>⚡</strong><strong> HAPPY HOUR 8AM-2PM MONDAY-THURSDAY - 4G 1/8s ON ALL FLOWER! </strong><strong>⚡</strong><strong>⚡</strong><strong>⚡</strong></p> <p><strong>⚡ REFER A FRIEND & GET $10 FREE IN STORE CREDIT! </strong><strong>⚡</strong></p> <p><strong>★ LOWEST PRICES GUARANTEED - WE MATCH ANY DELIVERY SERVICE PRICE!</strong></p> <p><strong>★ PRIVATE RESERVE FLOWER 14G/$89 OR 28G/$175! (</strong><strong>SELECT)</strong></p> <p><strong>★ TOPSHELF FLOWER </strong><strong>10G/</strong><strong>$59!</strong></p> <p><strong>★ HOUSE NUGRUN SHATTER 6G/$99!</strong></p> <p><strong>★ B.KNUCKLES/HEAVY HITTERS/KINGPEN 2G/$69!</strong></p> <p><strong>★ DANK/EXOTIC/MARIO CARTRIDGES</strong><strong>  3G/$59!</strong></p> <p><strong>★ BLUE HAVEN EDIBLES 1000MG/$29!</strong></p> <p><strong>★ KUSHTOWN SODA 150MG 5 FOR $35!</strong></p> <p>(WHILE SUPPLY LASTS)</p> <p> </p> <p>★ BIGGEST SELECTION OF EXCLUSIVE AWARD WINNING STRAINS 🏆🏅</p> <p>★ HUGE VARIETY OF BRAND NAMED CBD PRODUCTS</p> <p> </p> <p>* Preselected strain for FTP deal</p> <p>* Has to meet minimum order amount after points applied. Can redeem up to 15% in points out of current order amount</p> <p>** Referral gets $10 to apply towards next order (min. order applies). Has to be separate household.</p> <p>*** Note: VIP rewards points expire after 30 days. </p> <p>****No double discounts</p> <p>***** All sales are final. Faulty cartridges will be replaced for free if notified on same day only. If later, there will be $8-$15 delivery charge OR no charge if places a minimum order (up to 24h after purchase).</p>",delivery
Fly Delivery - Glendale,,-118.250134,34.151791,CA,Glendale,91206,4.847624593031799,4.90263157894737,https://weedmaps.com/deliveries/fly-delivery-sunvalley,532,medical,delivery,<p>GPS Tracked 10% OFF 1st & 15th each month. FREE GRAM for referral FREE GRAM for review: Yelp or WeedMaps FREE VAPE PEN when you donate towards 2 Cartridges. Limited to one-per-patient. FREE EIGHTH every 10th Order.</p>,delivery
High Tide Organics,,-118.396951,33.869829,Ca,Hermosa Beach,90254,4.833466512959176,4.9368932038835,https://weedmaps.com/deliveries/high-tide-organics,206,hybrid,delivery,"<p>High Tide Organics is fully licensed by the state of California for both recreational and medicinal cannabis delivery. Our founders were born and raised in the South Bay of Los Angeles and take great pride in servicing their community with the absolute highest quality products in the cannabis industry.</p> <p>HTO is a dedicated delivery service committed to providing the highest quality cannabis products matched with professional and friendly assistance. We have hand-selected a variety of premium items and an experienced, knowledgeable staff to make your experience as seamless as possible. For the fastest response, please send a text message to 310.853.0805</p>",delivery
BudEx Delivery - Ontario / Montclair,,-117.6443,34.063745,CA,Ontario,91762,4.830001492722221,4.87022222222222,https://weedmaps.com/deliveries/budex-delivery-2-3,1125,medical,delivery,<p><strong>EXCLUSIVE DEALS</strong></p> <p><strong>*10G @$60 (SELECT STRAIN)</strong></p> <p><strong>*$40 - 5G 8TH </strong><strong> (SELECT STRAIN)</strong></p> <p><strong>*1G of QOH Diamond Sauce @$40</strong></p> <p><strong>*QOH Shatter- 2G @60 - 5G @120 - 10G @200</strong></p> <p> </p> <p><strong>FTP DEALS</strong></p> <p><strong>FREE </strong><strong>1G of QOH Badder</strong><strong> Wax or Alice Pre roll (spend $100+) </strong></p> <p>FREE house gram ($40 - <u>$100)</u></p> <p>21+ Text us a selfie while holding your ID next to your face for identity verification</p> <p>18-21 Rec & ID required</p> <p>Proof of address required if different from ID</p> <p>CASH ONLY! NO COINS!</p>,delivery
Fly Delivery - Hollywood,,-118.333207,34.094358,CA,Hollywood,90028,4.763863346310434,4.83091976516634,https://weedmaps.com/deliveries/fly-delivery-3,511,medical,delivery,<p>GPS Tracked 10% OFF 1st & 15th each month. FREE GRAM for referral FREE GRAM for review: Yelp or WeedMaps FREE VAPE BATTERY when you donate towards 2 Cartridges. Limited to one-per-patient. FREE EIGHTH every 10th Order.</p>,delivery
Best Remedy,,-117.7072,33.982717,CA,Chino,91710,4.76018722760104,4.840625,https://weedmaps.com/deliveries/best-remedy-2-3,448,medical,delivery,<p><strong>$40 minimum</strong></p> <p><strong>10G @$60 Strain Of The Day</strong></p> <p><strong>$40 - 5G 8TH (SELECT STRAIN)</strong></p> <p><strong>QOH Diamond </strong><strong>Sauce - .5g @$35 - 1g @$40</strong></p> <p><strong>QOH Shatter - 2G @60 - 5G @120 - 10G @200</strong></p> <p> </p> <p>FTP DEALS</p> <p><strong>FREE 1G of QOH Budder Wax or ALICE Pre roll</strong> (spend $100+)</p> <p><strong>FREE house gram</strong> (spend $40 - <u>$100)</u></p> <p>21+ Text us a selfie while holding your ID next to your face for identity verification. </p> <p>18-21 Rec & ID required</p> <p>Proof of address required if different from ID</p> <p>CASH ONLY! NO COINS!</p>,delivery
Hyperwolf - Diamond Bar,,-117.837169,33.974671,California,Diamond Bar,91765,4.752952152764554,4.88118811881188,https://weedmaps.com/deliveries/peoples-grower,202,hybrid,delivery,<p><strong>Premium Cannabis Boutique | Los Angeles  </strong></p> <p>High-Grade Cannabis</p> <p>• Small Batch Harvest</p> <p>• Hand Trimmed Flower</p> <p>• Exotic Strains</p> <p>• All White Ash</p> <p>• Premium Extracts</p> <p>• Fresh Edibles</p> <p>• Pesticide Free & Lab Tested</p> <p>• Sustainable & Organic Harvesting Methods</p> <p>• Locally Grown and American Owned</p> <p>-----------------------------------------</p> <p><strong>Easy Signup!</strong></p> <p>• <strong>Text: 951-200-2088</strong> With A<strong> Selfie While Holding Your Valid ID Next to Your Face *for identity verification*</strong> <strong>& Deliver To Address</strong></p> <p>-or-</p> <p>• Website: PeoplesGrower.com And Upload Your Info Instantly</p> <p>-----------------------------------------</p> <p>Our Average Delivery Time is 35 Min - 45 Min. Please Allow Your Driver An Additional 15 Minutes During Peak Hours. You Will Receive An ETA For Each Order You Place</p> <p>-----------------------------------------</p>,delivery
Honor Roll Delivery,,-117.865469,34.136058,California,Glendora,91741,4.72711858054307,4.88472222222222,https://weedmaps.com/deliveries/the-honor-roll-collective-2-6,144,hybrid,delivery,"<p>www.honorrolldelivery.com</p> <p>(888) 88-HRCC-9, (888) 884-7229</p> <p> </p> <p><strong>NOW ACCEPTING VENMO: @HRCC888</strong></p> <p> </p> <p>FREE DELIVERY. CITY/STATE/SALES TAX NOT INCLUDED. Minimum Purchase for free delivery: $30/$40 subtotal, but minimum purchase can vary depending on the area of delivery. Driver does not carry change but change can be arranged. Please have exact amount by the driver's arrival.</p> <p>We service the San Gabriel Valley, areas surrounding and including Culver City, and most parts of Los Angeles</p> <p>(Alhambra, Altadena, Arcadia, Avocado Heights, Azusa, Baldwin Park, Beverly Hills, Bradbury, Chino, Chino Hills, Claremont, Covina, Culver City, Diamond Bar, Duarte, El Monte, Fontana, Glendora, Hacienda Heights, Industry, Irwindale, Koreatown, La Puente, La Verne, Los Angeles, Marina Del Rey, Monrovia, Montclair, Montebello, Monterey Park, Narod, Ontario, Pasadena, Pomona, Rancho Cucamonga, Rosemead, Rowland Heights, San Dimas, San Gabriel, San Marino, Santa Monica, Sierra Madre, South El Monte, South Pasadena, Temple City, Upland, Valinda, Venice, Walnut, West Covina, West Hollywood, Whittier)</p> <p>Certain addresses may require a higher minimum purchase or are undeliverable due to distance, please check with the dispatcher to see if your delivery address qualifies for delivery and/or determine how much your minimum purchase is.</p>",delivery
Hyperwolf - Rancho Cucamonga,,-117.555371,34.113881,California,Rancho Cucamonga,91730,4.716427054255061,4.82142857142857,https://weedmaps.com/deliveries/peoples-grower-2,308,hybrid,delivery,<p><strong>Premium Cannabis Boutique | Los Angeles  </strong></p> <p>High-Grade Cannabis</p> <p>• Small Batch Harvest</p> <p>• Hand Trimmed Flower</p> <p>• Exotic Strains</p> <p>• All White Ash</p> <p>• Premium Extracts</p> <p>• Fresh Edibles</p> <p>• Pesticide Free & Lab Tested</p> <p>• Sustainable & Organic Harvesting Methods</p> <p>• Locally Grown and American Owned</p> <p>-----------------------------------------</p> <p><strong>Easy Signup!</strong></p> <p>• <strong>Text: 951-200-2088</strong> With A<strong> Selfie While Holding Your Valid ID Next to Your Face *for identity verification* </strong>and<strong> Your Deliver To Address</strong></p> <p>-or-</p> <p>• Website: PeoplesGrower.com And Upload Your Info Instantly</p> <p>-----------------------------------------</p> <p>Our Average Delivery Time is 35 Min - 45 Min. Please Allow Your Driver An Additional 15 Minutes During Peak Hours. You Will Receive An ETA For Each Order You Place</p> <p>-----------------------------------------</p>,delivery
CanEx Delivery,,-118.483522,34.15646,California,Encino,91316,4.70973194073686,4.93258426966292,https://weedmaps.com/deliveries/canex-2,89,hybrid,delivery,"<p>Rated ""LA's Best Cannabis Delivery""- DoLA.com</p> <p>Build rewards at WWW.CANEX.DELIVERY</p> <p>-HAVE ID READY-WE CHECK ID-</p> <p> </p> <p>PLEASE READ: $35 minimum (Check Below For City Minimums)- Free Delivery- Driver Does Not Carry Change- We Accept CC (CC tax rate is 9.5%- You must have a chip- NO EXCEPTIONS)</p> <p> </p> <p>$35 minimum cities: Encino, Tarzana, Van Nuys, Sherman Oaks, Woodland Hills, Winnetka, Reseda, Panorama City, North Hollywood, Valley Village, Valley Glen, Studio City, North Hills, Northridge, Thousand Oaks, Calabasas, Agoura Hills, West Hills, Chatsworth, Granada Hills.</p> <p>$50 minimum cities: Burbank, Sun Valley, Bel Air, Simi Valley.</p> <p>$65 minimum cities: Sylmar, Westwood, West Hollywood, Porter Ranch, Beverly Hills, Topanga.</p> <p>$80 minimum cities: Brentwood, Hollywood, Sunland-Tujunga, Fairfax, La Brea, Beverly Grove.</p> <p>$100 minimum cities: Santa Monica, Pacific Palisades, Glendale, Los Feliz.</p> <p> </p> <p>We Accept: Bitcoin, Ethereum, and LiteCoin (Ask us how!)</p> <p> </p> <p>-Delivery Times: 15-90 minutes-</p> <p>-Veterans get $5 off of EVERY order with proof of valid VA ID (Including Specials)</p> <p>-Police get $5 off of EVERY order with proof of valid police ID (Including Specials)</p> <p>-VETERAN OWNED AND OPERATED</p> <p>-To Order: Text your ID to (310) 384-8880 or go to www.CanexDelivery.org-</p> <p> </p> <p>CRIME: We report any and all crime to the proper authorities. We do call the police, and we will send your information to every dispensary/delivery within a 10 mile radius. Fraudsters will have all of their personal information and picture placed on a national fraud database for a minimum of 1 year. Note: All drivers are trained in self defense.</p>",delivery
Hyperwolf - Pasadena,,-118.132682,34.124782,CA,Pasadena,91106,4.700236896179098,4.93589743589744,https://weedmaps.com/deliveries/hyperwolf-7,78,hybrid,delivery,<p><strong>Premium Cannabis Boutique  </strong></p> <p>High-Grade Cannabis</p> <p>• Small Batch Harvest</p> <p>• Hand Trimmed Flower</p> <p>• Exotic Strains</p> <p>• All White Ash</p> <p>• Premium Extracts</p> <p>• Fresh Edibles</p> <p>• Pesticide Free & Lab Tested</p> <p>• Sustainable & Organic Harvesting Methods</p> <p>• Locally Grown and American Owned</p> <p>-----------------------------------------</p> <p><strong>Easy Signup!</strong></p> <p>• <strong>Text: </strong><strong>310-566-8384</strong> With A<strong> Selfie While Holding Your Valid ID Next to Your Face *for identity verification*</strong> <strong>& Deliver To Address</strong></p> <p>-or-</p> <p>• Website: HyperWolf.com And Upload Your Info Instantly</p> <p>-----------------------------------------</p> <p>Our Average Delivery Time is 35 Min - 45 Min. Please Allow Your Driver An Additional 15 Minutes During Peak Hours. You Will Receive An ETA For Each Order You Place</p> <p>-----------------------------------------</p>,delivery
Honor Roll Delivery,,-118.019552,34.085133,California,El Monte,91732,4.699625621199722,4.80849420849421,https://weedmaps.com/deliveries/the-honor-roll-tc,259,hybrid,delivery,"<p>www.honorrolldelivery.com</p> <p>(888) 88-HRCC-9, (888) 884-7229</p> <p> </p> <p><strong>NOW ACCEPTING VENMO: @HRCC168</strong></p> <p> </p> <p>FREE DELIVERY. CITY/STATE/SALES TAX NOT INCLUDED. Minimum Purchase for free delivery: $30/$40 subtotal, but minimum purchase can vary depending on the area of delivery. Driver does not carry change but change can be arranged. Please have exact amount by the driver's arrival.</p> <p>We service the San Gabriel Valley, areas surrounding and including Culver City, and most parts of Los Angeles</p> <p>(Alhambra, Altadena, Arcadia, Avocado Heights, Azusa, Baldwin Park, Beverly Hills, Bradbury, Chino, Chino Hills, Claremont, Covina, Culver City, Diamond Bar, Duarte, El Monte, Fontana, Glendora, Hacienda Heights, Industry, Irwindale, Koreatown, La Puente, La Verne, Los Angeles, Marina Del Rey, Monrovia, Montclair, Montebello, Monterey Park, Narod, Ontario, Pasadena, Pomona, Rancho Cucamonga, Rosemead, Rowland Heights, San Dimas, San Gabriel, San Marino, Santa Monica, Sierra Madre, South El Monte, South Pasadena, Temple City, Upland, Valinda, Venice, Walnut, West Covina, West Hollywood, Whittier)</p> <p>Certain addresses may require a higher minimum purchase or are undeliverable due to distance, please check with the dispatcher to see if your delivery address qualifies for delivery and/or determine how much your minimum purchase is.</p>",delivery
Westside Organic Delivery,,-118.488194,34.01682,CA,Santa Monica,90401,4.674854215383831,4.81885964912281,https://weedmaps.com/deliveries/westsideorganic,152,medical,delivery,<p>NEW CUSTOMERS RECEIVE 20% OFF YOUR ENTIRE ORDER!!!</p> <p>Happy Hour Daily 11a-2p (10% OFF ENTIRE ORDER) & ALL DAY Sunday!!!</p> <p> </p>,delivery
